date,satisfaction_ratings,age_range,usage_ratings,condition,gender,consumer,effectiveness_ratings,comment,duration
10/10/2013,3,55-64,3,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,"Middle aged male with Type2 here.  Overall my BS numbers were OK but could be better (that's mainly on me due to my diet could be better).  Invokana caused my BS to plummet to normal ranges (and was a cause for my first sub 100 since I was diagnosed).  Definitely see increased urination, but not uncontrollable.  Doctor warned me about possible urinary tract yeast infections but haven't seen that.  Main drawback is my insurance copay on this drug is much higher than my other meds.",less than 1 month
10/9/2013,4,35-44,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,it lowered my fasting bg from 200 to in the 130's nice deal. yes makes you have a dry mouth more so. makes you pee a little more. I do take a probiotic to keep the yeast down being diabectic makes you pron to it anyways.,less than 1 month
11/27/2013,4,,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,4,"pretty good so far, on it for about 3 weeks now.  have noticed severe gas with this med tho, I can easily clear out a large room -oh well.  other then that I will have to see what my insurance will cover after my year of 5$ co-pay is up.  if it is too much I will just go back to victoza which was working well also.",less than 1 month
11/2/2013,3,55-64,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"pretty good so far, on it for about 3 weeks now.  have noticed severe gas with this med tho, I can easily clear out a large room -oh well.  other then that I will have to see what my insurance will cover after my year of 5$ co-pay is up.  if it is too much I will just go back to victoza which was working well also.",less than 1 month
10/31/2013,4,55-64,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"I take Invokana in the morning, Medformin at dinner and Lantus at bedtime.  BS levels are more stable now and do see increased urination and GI symptoms.  Haven't had any weight loss yet which I thought was going to happen-not happy about that. It's only been a week since medication added.",1 to 6 months
10/30/2013,4,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"I take Invokana in the morning, Medformin at dinner and Lantus at bedtime.  BS levels are more stable now and do see increased urination and GI symptoms.  Haven't had any weight loss yet which I thought was going to happen-not happy about that. It's only been a week since medication added.",less than 1 month
10/29/2013,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,I really like how the Invokana has helped with my BS  but I've noticed that I can eat all the time even though it was to help you lose weight!  Anyone else have this problem?,1 to 6 months
12/6/2013,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,Has helped lower my A1C.,1 to 6 months
12/9/2013,4,35-44,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,Has helped lower my A1C.,1 to 6 months
12/5/2013,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"I've been on this drug for 3-4 months now. Love it. My BS numbers dropped which in turn caused me to be able to drop my lantus by 10 units. I've lost about 10 lbs so far and have noticed a strong decrease in my appetite. I recommend trying this drug for sure. Get the Invokana card which allows you to get it for $5, it's on the Invokana website. ",less than 1 month
12/3/2013,3,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"I've been on this drug for 3-4 months now. Love it. My BS numbers dropped which in turn caused me to be able to drop my lantus by 10 units. I've lost about 10 lbs so far and have noticed a strong decrease in my appetite. I recommend trying this drug for sure. Get the Invokana card which allows you to get it for $5, it's on the Invokana website. ",6 months to less than 1 year
11/30/2013,4,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"only going on my 3rd week ,worst side effect -very dehydrated- but I am also on other medication with same side effect - just drinking a lot of water now , urinating more frequently as expected - my blood sugar numbers are really good and in range - had my first reading under 100 in a year -- oh the best side effect is I already lost 10 lb - and have not changed anything but adding this medication
					...
					",1 to 6 months
1/14/2014,4,45-54,4,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,4,"I started off taking 300 mg but switched to 100 mg due to the side effects.  Currently I have been taking med for 4 weeks. I noticed decrease in BS at various times throughout the day.  Side effects are unbelievable increased in urination (about every 45 minutes all day long) and very thirsty.   I became dehydrated the 2nd day after my gym workout which caused me to drink more water or a 0 sugar s
					...
					",1 to 6 months
1/5/2014,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"I started off taking 300 mg but switched to 100 mg due to the side effects.  Currently I have been taking med for 4 weeks. I noticed decrease in BS at various times throughout the day.  Side effects are unbelievable increased in urination (about every 45 minutes all day long) and very thirsty.   I became dehydrated the 2nd day after my gym workout which caused me to drink more water or a 0 sugar sports drink for the electrolytes which is good anyway. I Lost about 12 pounds during the first 2 weeks and still losing abou 2 to 3 pounds per week.  I sometimes have leg & foot cramps at nite which keeps me up with the frequent urination.  Overall, the results that I am achieving so far exceeds the side effects which I hope will go away soon. 
",1 to 6 months
1/1/2014,1,55-64,1,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,I started taking Ivokana a little over a month ago and right away I noticed my blood sugar reading drop. I have little to no side effects a bit of light headedness and thist increase which is good cause it causes me to drink more water. also i have lost close to 30lbs. LOVE THIS INVOKANA!!!!,1 to 6 months
12/30/2013,3,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,I started taking Ivokana a little over a month ago and right away I noticed my blood sugar reading drop. I have little to no side effects a bit of light headedness and thist increase which is good cause it causes me to drink more water. also i have lost close to 30lbs. LOVE THIS INVOKANA!!!!,1 to 6 months
12/25/2013,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"Diaper rash like you cannot believe.  I have stopped taking it for 2 weeks, but am still scratching, so very unattractive on a woman.
Expensive, too.  I am going to stop altogether.",less than 1 month
2/18/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,On 300 mg tab once a day. This med has been great! With insulin has dropped my sugar numbers from 300-400 a day to the 100s. The bonus has been a loss of weight. 45 pounds so far. I am thrilled! ,6 months to less than 1 year
2/12/2014,1,55-64,3,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,3,On 300 mg tab once a day. This med has been great! With insulin has dropped my sugar numbers from 300-400 a day to the 100s. The bonus has been a loss of weight. 45 pounds so far. I am thrilled! ,less than 1 month
1/25/2014,2,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,Terrible dry mouth,less than 1 month
1/18/2014,2,55-64,3,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,3,Terrible dry mouth,1 to 6 months
1/16/2014,3,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,"Type 2 Diabetic, I just started this drug yesterday 300mg also with 1,000mg Metformin x2 a day and also Onglyza and have been so nauseated that I feel like if I eat it will help so I do and it is ok for short time. Woke up at 1:30 got sick. Having the blurred vision, thirst and a lot more urination as expected. My sugar dropped from 457 to 137 this morning in a day so may not be taking the other 2
					...
					",1 to 6 months
3/16/2014,3,55-64,4,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,3,On my 3rd day of taking it. Noticed some swelling in my feet area. Numbers have been coming down. Taking once a day 100mg,less than 1 month
3/14/2014,2,65-74,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,2,On my 3rd day of taking it. Noticed some swelling in my feet area. Numbers have been coming down. Taking once a day 100mg,less than 1 month
3/11/2014,2,55-64,2,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,2,"Weakness, vulva infection, stomach pain, frequency of nocturnal urination, tired, dizziness, difficulty swallowing.",less than 1 month
3/6/2014,1,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,1,"Weakness, vulva infection, stomach pain, frequency of nocturnal urination, tired, dizziness, difficulty swallowing.",less than 1 month
2/20/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,NA,5,"Is anyone experiencing indigestion taking invokana?  My doctor recently changed my meds from byduron to invokana because the byduron caused excessive acid in my stomach.  I started out at 100mg and was tolerating it and not having the indigestion.  Now that the dose has been increased to 30mg, the indigestion is back.  ", for less than 1 month
3/29/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"I started experiencing leg and foot cramps right after starting at 100mg dose.  A doctor suggested drinking a glass of Tonic Water (I drink the diet) every day.  This greatly decreased the cramps, then stopped them after a few months.
It took about 6 months for the Invokana to kick in, then I suddenly began experiencing very low blood sugars. My doctor stopped my Levemir, Symlin and Glipizide, an
					...
					",6 months to less than 1 year
3/24/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"I started experiencing leg and foot cramps right after starting at 100mg dose.  A doctor suggested drinking a glass of Tonic Water (I drink the diet) every day.  This greatly decreased the cramps, then stopped them after a few months.
It took about 6 months for the Invokana to kick in, then I suddenly began experiencing very low blood sugars. My doctor stopped my Levemir, Symlin and Glipizide, and told me to take a low dose of the Humulin 70/30 only when my pre-meal blood sugar is over 140, which is not frequent.  He said he ""might have to take me completely off insulin!"", words I never expected to hear.  I still take Metformin 1000 X 2 daily.
My new drug plan is balking at approving the Invokana, and wants me to try another drug, but I am appealing.  This drug has been miraculous!",less than 1 month
3/23/2014,4,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"After several years of trying to get BS Spikes under control, my Dr recently prescribed Invokana and after only 4 days,the spikes are gone.",1 to 6 months
3/18/2014,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"After several years of trying to get BS Spikes under control, my Dr recently prescribed Invokana and after only 4 days,the spikes are gone.",1 to 6 months
3/17/2014,4,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,"In Nov2013 my A1C was 9.4. My doctor put me on the following cocktail of med: Invokana 100mg first thing in the morning.  Then Jentadueto 2.5/100 mg with 4mg of prandin with first meal of day and dinner.  My A1C went down to 7.1.  I no longer have 300 or 200 range blood sugar checks.  I never used to get yeast infections and now i do and they are bad. In addition I have had some small bladder leak
					...
					",1 to 6 months
4/9/2014,5,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"This is an update from my last review. Was on invokana 100 mg. for 10 days, it was working so well that my dr. Placed me on 300 mg. in hopes that I could stop taking levemir altogether. It worked! I feel great! My blood sugar is better than ever, I have been on 300 mg. for 10 days now. When I wake in the mornings my BS is anywhere from 93-110 and pretty much stays steady for most of the day. I als
					...
					",less than 1 month
4/7/2014,5,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"This is an update from my last review. Was on invokana 100 mg. for 10 days, it was working so well that my dr. Placed me on 300 mg. in hopes that I could stop taking levemir altogether. It worked! I feel great! My blood sugar is better than ever, I have been on 300 mg. for 10 days now. When I wake in the mornings my BS is anywhere from 93-110 and pretty much stays steady for most of the day. I also take metformin 1000 mg. twice a day, along with a probiotic to prevent yeast infections (because invokana is known for creating that problem) no yeast infections! Thank goodness!  This medicine has been so beneficial to me. I no longer take levemir at all. My energy is up, I no longer feel tired and sluggish through the day, I have lost a total of 9 lbs. since first taking invokana (20 days ago) so far I have nothing bad to say about this drug. It does cause dry mouth and frequent urination, you MUST stay hydrated while using this medicine... So of coarse you WILL urinate more often, but it's worth it for the results I am seeing! ",6 months to less than 1 year
4/7/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"I was taking a cocktail of pills (12 a day, 6 meds)to control my diabetes. I'm down to 3 meds.& my A1C is down,7 from 9 a year ago. I have lost weight and my eating habits have changed for the better. At the beginning, I was thirsty and had dry mouth. Also I had to use the bathroom more than usual. Now that my numbers are better, I feel better.",6 months to less than 1 year
3/31/2014,5,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"I was taking a cocktail of pills (12 a day, 6 meds)to control my diabetes. I'm down to 3 meds.& my A1C is down,7 from 9 a year ago. I have lost weight and my eating habits have changed for the better. At the beginning, I was thirsty and had dry mouth. Also I had to use the bathroom more than usual. Now that my numbers are better, I feel better.",less than 1 month
3/31/2014,1,55-64,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Caregiver,1,"Male 55 years of age; took 100 mg once daily for six months; lost 7 lbs, hardly ever have to inject Humalog; decreased Amaryl from 4 mg daily to 2 mg daily and discontinued last week per endocrinologist at my 6 month appointment. Increased Invokana to 300 mg and continue Bydureon weekly and metformin 1000 mg twice daily. ",1 to 6 months
4/13/2014,5,,5,"
					Condition: Type 2 Diabetes Mellitus",NA,Patient,4,The most telling side effect is the  strong & sudden urge to urinate.,1 to less than 2 years
4/22/2014,5,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,The most telling side effect is the  strong & sudden urge to urinate.,1 to 6 months
4/17/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"I have reviewed this drug twice, both rave reviews. I couldn't help but notice that some users have complained about severe yeast infections. I would like to offer some advice that may be helpful. Along with my invokana (300 mg.) and metformin (1000 mg. twice a day) I also take a probiotic female supplement called ""RepHresh Pro-B"" . It's a little pricey, ($29.99) at Walmart, for 
					...
					",less than 1 month
4/15/2014,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"I have reviewed this drug twice, both rave reviews. I couldn't help but notice that some users have complained about severe yeast infections. I would like to offer some advice that may be helpful. Along with my invokana (300 mg.) and metformin (1000 mg. twice a day) I also take a probiotic female supplement called ""RepHresh Pro-B"" . It's a little pricey, ($29.99) at Walmart, for a 30 day supply but it well worth it in my opinion! I've been on invokana for over 30 days and have taken this supplement from day 1 along with it because I saw reviews about getting yeast infections. I haven't had this problem yet and hope it stays that way! I also eat yogurt twice a day. Hope this helps! ",1 to 6 months
4/13/2014,1,45-54,1,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,1,"Have been taken this medication for only 2 days and already have seen a drop in my number. Sure, I have to drink more than what I usually drink and go to the bathroom more but, if it helps me in the long run, I don't mind. For the people who say that it costs more than your other meds, if you have insurance, there is a copay card, your doctor can give it to you or you can call Invokana directl
					...
					",1 to 6 months
5/6/2014,1,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,3,"I took this drug for 3 days.  After blacking out and severe dizziness, rash and urination have stopped.  Now 3 days later I am still with the rash and getting over dehydration.  I did lose 10lbs in 3 days.  ",less than 1 month
5/4/2014,3,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"I took this drug for 3 days.  After blacking out and severe dizziness, rash and urination have stopped.  Now 3 days later I am still with the rash and getting over dehydration.  I did lose 10lbs in 3 days.  ",1 to 6 months
5/1/2014,2,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,2,"I have been on Invokana (100mg) and 1000 mg Metformin once a day since March 31, 2014.  I have been drinking fluids and urinating constantly.  I can't pass a bathroom! At first I had no problem with Yeast infections.  Then suddenly, it feels as though someone has taken a blowtorch to my nether regions.  I have tried probiotics, cranberry supplements, over the counter yeast treatments, diaper c
					...
					",less than 1 month
4/25/2014,1,35-44,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,2,"I have been on Invokana (100mg) and 1000 mg Metformin once a day since March 31, 2014.  I have been drinking fluids and urinating constantly.  I can't pass a bathroom! At first I had no problem with Yeast infections.  Then suddenly, it feels as though someone has taken a blowtorch to my nether regions.  I have tried probiotics, cranberry supplements, over the counter yeast treatments, diaper creams,etc. nothing seems to have a lasting effect.  The Invokana has had a good effect on my A1c, my weight is down and my cravings for sweets and carbs seem to have diminished, but the yeast side effect has almost brought me to my knees.   The yeast infections seem to be the worst of it, other than that, I can handle the frequent urination and dry mouth.  I plan to try to stick with the meds a little longer to see if the side effects will diminish .",less than 1 month
4/23/2014,1,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,I did not notice drastic lower readings. but after taking this medicine and using the restroom a million times a day I have decided it is not for me. I am still battling yeast infection. I also experienced pressure I guess from bladder. After reading side effects I am sure this is not for me!,1 to 6 months
5/20/2014,3,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"For the past few weeks of being on this new drug to control my Type II Diabetes, I find myself incredibly thristy, haveing to get up in the middle of the night to go to the bathroom. This is causing me to have insomnia. I am also having trouble concentrating at times and am dizzy and feel like I may blackout at times.  I have lost weight.  I am awaiting my next dr visit to see if my blood sugars h
					...
					",less than 1 month
5/10/2014,1,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,1,"For the past few weeks of being on this new drug to control my Type II Diabetes, I find myself incredibly thristy, haveing to get up in the middle of the night to go to the bathroom. This is causing me to have insomnia. I am also having trouble concentrating at times and am dizzy and feel like I may blackout at times.  I have lost weight.  I am awaiting my next dr visit to see if my blood sugars have gotten better, but will discuss the side effects as well to see if they will subside as time goes on.  ",No duration input
5/10/2014,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"I've been on these meds for 8 month. Dr. Insisted I continue since we had tried so many different meds to lower my blood sugar. Yeast infections were not a problem the first couple of months, but they started coming!!!!! I have taken myself off this horrible drug! I now have a yeast infection every 2 weeks that last for 2 weeks. I am miserable. Never did lower my levels , increased in fact. I 
					...
					",less than 1 month
5/9/2014,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"I've been on these meds for 8 month. Dr. Insisted I continue since we had tried so many different meds to lower my blood sugar. Yeast infections were not a problem the first couple of months, but they started coming!!!!! I have taken myself off this horrible drug! I now have a yeast infection every 2 weeks that last for 2 weeks. I am miserable. Never did lower my levels , increased in fact. I am dehydrated & feel bad most of the time. Do Not Take!!!!!
",1 to 6 months
5/8/2014,1,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,1,"Prior to taking this drug; I was retaining a lot of urine.  Had was stretched and emptied quite of bit of urine.  Been on this pill for 5-6 days and the urine started changing colors.  Beginning pink/red; I stopped the pill to see what happens and after 6 days it cleared up.  I started up on them again this morning.  I did lose in the first 5 days, 6 lbs.  
Also, my urine turned dark brown toward
					...
					",1 to 6 months
6/11/2014,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,I have been on the maximum dosage for about a year. I was a bit depressed because I was laid of from my job of 18 years and have not been taking care of myself and eating everything in sight. Even though I have been eating horrible my Diabetes is down to normal with this drug with absolutely no side effects. I am amazed. ,1 to less than 2 years
6/10/2014,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,I have been on the maximum dosage for about a year. I was a bit depressed because I was laid of from my job of 18 years and have not been taking care of myself and eating everything in sight. Even though I have been eating horrible my Diabetes is down to normal with this drug with absolutely no side effects. I am amazed. ,6 months to less than 1 year
6/4/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,Very expensive! Dr. filled out paperwork to make the cost within reason but drug stores won't accept this as we have Medicare D.,less than 1 month
5/26/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,Very expensive! Dr. filled out paperwork to make the cost within reason but drug stores won't accept this as we have Medicare D.,1 to 6 months
5/25/2014,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"I've been on 100mg (plus metformin) for about two weeks and so far my BG has dropped by 30mg/ml and my weight has decreased by 8 pounds (probably water loss). I have been deliberately drinking more water to ward off dehydration, but also notice increased urination. So far I am very happy with this drug and will continue it for 90 days then evaluate with my doctor whether to continue or go back
					...
					",1 to 6 months
10/23/2014,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"I have not had any unusual symptoms with this medication. It does make you urinate often and you should prepare a plan for hydrating yourself for the fist two or three weeks. It normalizes after a while. I haven't had my A1C taken yet (next month) so I can't say that I have lowered my blood sugars. I have lost weight though and didn't really try that hard. Several days upon rising my b
					...
					",No duration input
10/14/2014,4,45-54,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,I have not had any unusual symptoms with this medication. It does make you urinate often and you should prepare a plan for hydrating yourself for the fist two or three weeks. It normalizes after a while. I haven't had my A1C taken yet (next month) so I can't say that I have lowered my blood sugars. I have lost weight though and didn't really try that hard. Several days upon rising my blood sugar was below 60 so I have to be careful not to take too much insulin before bed time. I recommend this medication if you are on insulin along with metformin and glimiperide medications. Your doctor will tell you if you need less medication . . don't make that decision on your own.,1 to 6 months
10/9/2014,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"I have lost 21 lbs. but my A1C has raised considerably in teh last few months.  My doctor just now told me I should be taking Metformin with it!  I had two bladder infections in teh beginning.  Now I still have burning and itching.  I felt it was worth it due to weight loss.  Now I'm afraid to stop taking this and going to the traditional diabetic meds because I don't want to gain the weig
					...
					",1 to 6 months
9/24/2014,5,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,I have lost 21 lbs. but my A1C has raised considerably in teh last few months.  My doctor just now told me I should be taking Metformin with it!  I had two bladder infections in teh beginning.  Now I still have burning and itching.  I felt it was worth it due to weight loss.  Now I'm afraid to stop taking this and going to the traditional diabetic meds because I don't want to gain the weight back!!,1 to 6 months
9/22/2014,1,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,2,"I have been taking the 100mg once a day along with Glucophage 1000mg 2x daily, Actos 45mg once daily, and Glimeperide 4mg 2x daily.  I had excessive urination the first 2 weeks but that has slowed down a bit.  No urinary tract or yeast infections.  Drinking plenty of fluids helps. A1C went from 8.1 to 6.6 and within the first 30 days my glimepiride was cut to 2mg.  This is working great for me.",1 to 6 months
12/5/2014,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,I haven't been taking this long but I've seen my sugar levels drop. I haven't had any of the side effects listed and I was very nervous about it. I get yeast infections and UTIs easily....thought this was a recipe for me to get more. So far so good!! ,1 to 6 months
11/16/2014,1,45-54,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,1,I haven't been taking this long but I've seen my sugar levels drop. I haven't had any of the side effects listed and I was very nervous about it. I get yeast infections and UTIs easily....thought this was a recipe for me to get more. So far so good!! ,"this med, 45-54 Female  on Treatment for 1 to 6 months"
11/5/2014,4,25-34,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,It should be called REVOKEana  Not INVOKana. total disaster--i work in a call center--i cannot get up to pee every few minutes--just about cost me my job --yeast infections from hell.  Minor drop in AIC  15.3 to 14.9 - not covered by insurance--close to 300/mo minor weight loss under 10 lbs.  going back to simply injecting more insulin--i really don;lt care about weight loss.,less than 1 month
11/1/2014,5,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,It should be called REVOKEana  Not INVOKana. total disaster--i work in a call center--i cannot get up to pee every few minutes--just about cost me my job --yeast infections from hell.  Minor drop in AIC  15.3 to 14.9 - not covered by insurance--close to 300/mo minor weight loss under 10 lbs.  going back to simply injecting more insulin--i really don;lt care about weight loss.,1 to 6 months
10/30/2014,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,I started this medication (Invokanamet Invokana w/ Metformin 50/500 bid) around two weeks ago. I believe that my body is getting use to the new medication. I am a little dehydrated and I do urinate alot more but I have faith in this drug. I will update after 6 weeks which is when I am getting a new blood test. So far so good.,1 to less than 2 years
12/15/2014,2,65-74,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"Was on Metformin 1000mg, amaryl 4 mg, placed on Invokana due to increase of AIC from 6.8-7.4.(Kept on metformin and amaryl) Did fine for 3 months, lost approx 10 pounds,AIC dropped to 6.4, then the burning, itching, chafing, and yeast began. I Have been using Monistat suppositories and cream, and A&D ointment, however I'm debating whether I want to deal with this everyday? Also eat yogurt 
					...
					",1 to 6 months
12/12/2014,1,45-54,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,1,"Was on Metformin 1000mg, amaryl 4 mg, placed on Invokana due to increase of AIC from 6.8-7.4.(Kept on metformin and amaryl) Did fine for 3 months, lost approx 10 pounds,AIC dropped to 6.4, then the burning, itching, chafing, and yeast began. I Have been using Monistat suppositories and cream, and A&D ointment, however I'm debating whether I want to deal with this everyday? Also eat yogurt every day. Am going to try a probiotic, and see what happens. If nothing changes I will have to go off this medication. I also have to pay a premium for this drug in accordance with my Medicare D plan. Interesting to read others similar occurances. I'm struggling, but I will go another month before giving it up.",1 to 6 months
12/10/2014,2,55-64,3,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,"I took 100mg dose for approx. 3 months.  Toward the end of that time, I had to have a Urine Culture done(I have major lower back problems and a lot of pain, so that is why I take the test) and it came back that I had alcohol in my urine!!!!  I do not drink any alcohol.  But, I did have yeast infections.  With the kidneys shooting out more sugar and the infections, I think Invokana was the cause of
					...
					","me, 55-64 Female  on Treatment for 1 to less than 2 years"
12/8/2014,1,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"I took 100mg dose for approx. 3 months.  Toward the end of that time, I had to have a Urine Culture done(I have major lower back problems and a lot of pain, so that is why I take the test) and it came back that I had alcohol in my urine!!!!  I do not drink any alcohol.  But, I did have yeast infections.  With the kidneys shooting out more sugar and the infections, I think Invokana was the cause of my test result!!! At this time, my dr. has increased my dosage to 300.  To be honest, I do not know what I will do.    ",1 to 6 months
12/8/2014,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"Started with 100, upped to 300 after 8 months. No other medication.  Did drop some weight.  I do drink lots of water, but get terribly constipated, with hard and painful stools.  I also have a UTI that comes and goes.  And a skin rash from the sugar in the urine.  Similar to a fungus.  Not really sure I want to continue this medicine.",1 to 6 months
1/20/2015,3,45-54,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,"It kept my sugar readings low but my A1C went up when I used it. It helped my improve my sex drive and did not cause me to feel bad. The worst part was the yeast infections that would not clear up, so the doctor stopped the medication.",1 to 6 months
1/11/2015,1,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,2,"It kept my sugar readings low but my A1C went up when I used it. It helped my improve my sex drive and did not cause me to feel bad. The worst part was the yeast infections that would not clear up, so the doctor stopped the medication.",1 to 6 months
1/6/2015,5,25-34,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"Frequent Urination uncontrolled day and night,dry mouth, and Oxybutynin not working.   ",6 months to less than 1 year
1/1/2015,3,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,"Frequent Urination uncontrolled day and night,dry mouth, and Oxybutynin not working.   ",1 to 6 months
12/22/2014,4,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,still have not seen any difference since i've started using this med.,less than 1 month
2/9/2015,4,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,4,"A1C went down 1.1 points after 6 months on 100, so, we upped it to 300 and I'll see next checkup if it makes results in a similar positive difference.  Been having troubles with bowels, but keep it mostly regular with oatmeal..  I drink a gallon a day and make trips to the sandbox at least every hour..  This med works for me, minimal side effects.",6 months to less than 1 year
2/9/2015,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"A1C went down 1.1 points after 6 months on 100, so, we upped it to 300 and I'll see next checkup if it makes results in a similar positive difference.  Been having troubles with bowels, but keep it mostly regular with oatmeal..  I drink a gallon a day and make trips to the sandbox at least every hour..  This med works for me, minimal side effects.",1 to 6 months
2/8/2015,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,A miracle for me. I have been taking 100 mg for 3 months and my A1C went from 7.6 to 7.0 and have lost 8 pounds. You must drink plenty of water and more trips to the restroon but that is a small price to pay. ,6 months to less than 1 year
2/1/2015,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,A miracle for me. I have been taking 100 mg for 3 months and my A1C went from 7.6 to 7.0 and have lost 8 pounds. You must drink plenty of water and more trips to the restroon but that is a small price to pay. ,1 to less than 2 years
